Smith|1.006
Johnson|0.810
Williams|0.699
Jones|0.621
Brown|0.621
Davis|0.480
Miller|0.424
Wilson|0.339
Moore|0.312
Taylor|0.311
Anderson|0.311
Thomas|0.311
Jackson|0.310
White|0.279
Harris|0.275
Martin|0.273
Thompson|0.269
Garcia|0.254
Martinez|0.234
Robinson|0.233
Clark|0.231
Rodriguez|0.229
Lewis|0.226
Lee|0.220
Walker|0.219
Hall|0.200
Allen|0.199
Young|0.193
Hernandez|0.192
King|0.190
Wright|0.189
Lopez|0.187
Hill|0.187
Scott|0.185
Green|0.183
Adams|0.174
Baker|0.171
Gonzalez|0.166
Nelson|0.162
Carter|0.162
Mitchell|0.160
Perez|0.155
Roberts|0.153
Turner|0.152
Phillips|0.149
Campbell|0.149
Parker|0.146
Evans|0.141
Edwards|0.137
Collins|0.134
Stewart|0.133
Sanchez|0.130
Morris|0.125
Rogers|0.123
Reed|0.122
Cook|0.120
Morgan|0.118
Bell|0.117
Murphy|0.117
Bailey|0.115
Rivera|0.113
Cooper|0.113
Richardson|0.112
Cox|0.110
Howard|0.110
Ward|0.108
Torres|0.108
Peterson|0.107
Gray|0.106
Ramirez|0.105
James|0.105
Watson|0.103
Brooks|0.103
Kelly|0.102
Sanders|0.100
Price|0.099
Bennett|0.099
Wood|0.098
Barnes|0.097
Ross|0.096
Henderson|0.095
Coleman|0.095
Jenkins|0.095
Perry|0.094
Powell|0.093
Long|0.092
Patterson|0.092
Hughes|0.092
Flores|0.092
Washington|0.092
Butler|0.091
Simmons|0.091
Foster|0.091
Gonzales|0.087
Bryant|0.087
Alexander|0.085
Russell|0.085
Griffin|0.084
Diaz|0.084
Hayes|0.083
Myers|0.083
Ford|0.082
Hamilton|0.082
Graham|0.082
Sullivan|0.081
Wallace|0.081
Woods|0.080
Cole|0.080
West|0.080
Jordan|0.078
Owens|0.078
Reynolds|0.078
Fisher|0.077
Ellis|0.077
Harrison|0.076
Gibson|0.075
McDonald|0.075
Cruz|0.075
Marshall|0.075
Ortiz|0.075
Gomez|0.075
Murray|0.074
Freeman|0.074
Wells|0.073
Webb|0.072
Simpson|0.070
Stevens|0.070
Tucker|0.070
Porter|0.069
Hunter|0.069
Hicks|0.069
Crawford|0.068
Henry|0.068
Boyd|0.068
Mason|0.068
Morales|0.067
Kennedy|0.067
Warren|0.067
Dixon|0.066
Ramos|0.066
Reyes|0.066
Burns|0.065
Gordon|0.065
Shaw|0.065
Holmes|0.065
Rice|0.064
Robertson|0.064
Hunt|0.063
Black|0.063
Daniels|0.062
Palmer|0.062
Mills|0.061
Nichols|0.060
Grant|0.060
Knight|0.060
Ferguson|0.059
Rose|0.059
Stone|0.059
Hawkins|0.059
Dunn|0.058
Perkins|0.058
Hudson|0.058
Spencer|0.057
Gardner|0.057
Stephens|0.057
Payne|0.057
Pierce|0.056
Berry|0.056
Matthews|0.056
Arnold|0.056
Wagner|0.055
Willis|0.055
Ray|0.055
Watkins|0.055
Olson|0.055
Carroll|0.055
Duncan|0.055
Snyder|0.055
Hart|0.054
Cunningham|0.054
Bradley|0.054
Lane|0.054
Andrews|0.054
Ruiz|0.054
Harper|0.054
Fox|0.053
Riley|0.053
Armstrong|0.053
Carpenter|0.053
Weaver|0.053
Greene|0.053
Lawrence|0.052
Elliott|0.052
Chavez|0.052
Sims|0.052
Austin|0.052
Peters|0.052
Kelley|0.052
Franklin|0.051
Lawson|0.051
Fields|0.051
Gutierrez|0.051
Ryan|0.051
Schmidt|0.051
Carr|0.051
Vasquez|0.051
Castillo|0.051
Wheeler|0.051
Chapman|0.050
Oliver|0.050
Montgomery|0.049
Richards|0.049
Williamson|0.049
Johnston|0.049
Banks|0.048
Meyer|0.048
Bishop|0.048
McCoy|0.048
Howell|0.048
Alvarez|0.048
Morrison|0.048
Hansen|0.047
Fernandez|0.047
Garza|0.047
Harvey|0.047
Little|0.046
Burton|0.046
Stanley|0.046
Nguyen|0.046
George|0.046
Jacobs|0.046
Reid|0.046
Kim|0.045
Fuller|0.045
Lynch|0.045
Dean|0.045
Gilbert|0.045
Garrett|0.045
Romero|0.045
Welch|0.044
Larson|0.044
Frazier|0.044
Burke|0.044
Hanson|0.043
Day|0.043
Mendoza|0.043
Moreno|0.043
Bowman|0.043
Medina|0.042
Fowler|0.042
Brewer|0.042
Hoffman|0.042
Carlson|0.042
